Time,ch1,ch1_Interpolated,ch7,ch8,rssi
06/07/2014 06:44:59.620872000,12.024312973,,12.3100004196,94.9499969482,-75
06/07/2014 06:45:04.615903000,12.0251502991,,12.3000001907,94.9700012207,-75
06/07/2014 06:45:14.607305000,12.0450029373,,12.3100004196,95,-75
06/07/2014 06:45:19.608902000,12.040063858,,12.3000001907,95.0199966431,-75
06/07/2014 06:45:24.595854000,12.0406227112,,12.3000001907,95.0199966431,-74
06/07/2014 06:45:29.587335000,12.0398778915,,12.3000001907,95.0199966431,-74
06/07/2014 06:45:34.586676000,12.0349378586,,12.2899999619,95.0500030518,-74
06/07/2014 06:45:39.575214000,12.0443515778,,12.3000001907,95.0199966431,-75
06/07/2014 06:45:44.578696000,12.0342855453,,12.279999733,95.0800018311,-74
06/07/2014 06:45:49.575733000,12.0514354706,,12.279999733,95.0800018311,-75
06/07/2014 06:45:54.576171000,12.0412759781,,12.279999733,95.0800018311,-74
06/07/2014 06:45:59.577635000,12.0354042053,,12.279999733,95.0800018311,-75
06/07/2014 06:46:04.575848000,12.0373620987,,12.2700004578,95.0800018311,-74
06/07/2014 06:46:14.579890000,12.0372695923,,12.279999733,95.0999984741,-74
06/07/2014 06:46:19.579153000,12.0282278061,,12.2600002289,95.1299972534,-75
06/07/2014 06:46:24.586170000,12.0331668854,,12.279999733,95.0999984741,-75
06/07/2014 06:46:34.586957000,12.0435123444,,12.2600002289,95.1299972534,-75
06/07/2014 06:46:39.591001000,12.0404367447,,12.2600002289,95.1299972534,-75
06/07/2014 06:46:44.585981000,12.0385732651,,12.2600002289,95.1299972534,-77
06/07/2014 06:46:49.589156000,11.9888181686,,12.25,95.1100006104,-75
06/07/2014 06:46:54.591194000,11.9891910553,,12.25,95.1100006104,-74
06/07/2014 06:46:59.585856000,11.9910554886,,12.25,95.1100006104,-74
06/07/2014 06:47:04.586616000,12.0043840408,,12.25,95.1100006104,-73
06/07/2014 06:47:09.585653000,11.9942245483,,12.25,95.1100006104,-75
06/07/2014 06:47:14.588974000,11.9836921692,,12.2399997711,95.1100006104,-75
06/07/2014 06:47:19.585867000,12.0009346008,,12.2399997711,95.1100006104,-74
06/07/2014 06:47:24.588201000,12.0035448074,,12.2299995422,95.1600036621,-74
06/07/2014 06:47:29.587575000,11.9971132278,,12.2399997711,95.1399993896,-74
06/07/2014 06:47:34.578111000,12.0101623535,,12.2299995422,95.1399993896,-74
06/07/2014 06:47:39.575864000,12.0131435394,,12.2299995422,95.1600036621,-74
06/07/2014 06:47:44.577539000,12.0123052597,,12.2399997711,95.1600036621,-74
06/07/2014 06:47:49.590967000,11.9560279846,,12.2299995422,95.1699981689,-74
06/07/2014 06:47:54.587998000,11.9542570114,,12.220000267,95.1399993896,-74
06/07/2014 06:47:59.586625000,11.954536438,,12.220000267,95.1900024414,-75
06/07/2014 06:48:04.588511000,11.9543495178,,12.220000267,95.1900024414,-76
06/07/2014 06:48:09.585549000,11.9461479187,,12.2100000381,95.1900024414,-74
06/07/2014 06:48:14.585969000,11.9550962448,,12.220000267,95.1900024414,-75
06/07/2014 06:48:19.588334000,11.9632043839,,12.220000267,95.1900024414,-74
06/07/2014 06:48:24.586027000,11.9541635513,,12.1999998093,95.2200012207,-74
06/07/2014 06:48:29.587537000,11.9562129974,,12.220000267,95.2200012207,-73
06/07/2014 06:48:34.586342000,11.9442834854,,12.220000267,95.2200012207,-75
06/07/2014 06:48:39.588299000,11.9504346848,,12.220000267,95.1900024414,-75
06/07/2014 06:48:44.586816000,11.9509935379,,12.1999998093,95.2200012207,-74
06/07/2014 06:48:49.585954000,11.9523916245,,12.1999998093,95.2200012207,-75
06/07/2014 06:48:54.589449000,11.9490365982,,12.1999998093,95.25,-75
06/07/2014 06:48:59.587535000,11.9336566925,,12.1999998093,95.1900024414,-75
06/07/2014 06:49:04.587651000,11.949968338,,12.2100000381,95.2200012207,-74
06/07/2014 06:49:09.588410000,11.9429779053,,12.1999998093,95.2200012207,-76
06/07/2014 06:49:14.587127000,11.9216327667,,12.1999998093,95.1900024414,-73
06/07/2014 06:49:19.586567000,11.9416732788,,12.1899995804,95.1900024414,-74
06/07/2014 06:49:24.588253000,11.9442834854,,12.1800003052,95.1900024414,-75
06/07/2014 06:49:29.586623000,11.933842659,,12.1800003052,95.1900024414,-74
06/07/2014 06:49:34.585639000,11.9388780594,,12.1700000763,95.1900024414,-73
06/07/2014 06:49:39.589206000,11.933842659,,12.1700000763,95.1900024414,-73
06/07/2014 06:49:44.585920000,11.9358930588,,12.1700000763,95.1900024414,-74
06/07/2014 06:49:49.596384000,11.9286241531,,12.1700000763,95.1699981689,-74
06/07/2014 06:49:54.585859000,11.9298343658,,12.1700000763,95.1699981689,-75
06/07/2014 06:49:59.589416000,11.9316997528,,12.1599998474,95.1399993896,-74
06/07/2014 06:50:04.588923000,11.918463707,,12.1700000763,95.1399993896,-74
06/07/2014 06:50:09.587654000,11.9178123474,,12.1599998474,95.1399993896,-74
06/07/2014 06:50:14.587339000,11.9277849197,,12.1499996185,95.1399993896,-75
06/07/2014 06:50:19.588698000,11.932723999,,12.1599998474,95.1399993896,-75
06/07/2014 06:50:24.586364000,11.9316062927,,12.1499996185,95.1399993896,-73
06/07/2014 06:50:29.588475000,11.9256410599,,12.1400003433,95.1399993896,-75
06/07/2014 06:50:34.585639000,11.9247083664,,12.1499996185,95.1399993896,-75
06/07/2014 06:50:36.525573000,11.9367322922,,12.1400003433,95.1399993896,-74
06/07/2014 06:50:44.587951000,11.9236841202,,12.1499996185,95.1399993896,-74
06/07/2014 06:50:49.586568000,11.8518333435,,12.1400003433,95.0999984741,-75
06/07/2014 06:50:54.586240000,11.8632993698,,12.1300001144,95.1299972534,-74
06/07/2014 06:50:59.586266000,11.8591976166,,12.1199998856,95.1299972534,-73
06/07/2014 06:51:04.587681000,11.8547229767,,12.1199998856,95.0999984741,-74
06/07/2014 06:51:09.585761000,11.8526716232,,12.1199998856,95.1299972534,-73
06/07/2014 06:51:14.585864000,11.85891819,,12.1199998856,95.0800018311,-73
06/07/2014 06:51:19.585731000,11.8524866104,,12.1099996567,95.0800018311,-73
06/07/2014 06:51:24.586065000,11.8482913971,,12.1000003815,95.0800018311,-73
06/07/2014 06:51:29.586859000,11.8511810303,,12.1199998856,95.0800018311,-73
06/07/2014 06:51:34.588014000,11.8530454636,,12.1099996567,95.0800018311,-73
06/07/2014 06:51:39.587551000,11.8455877304,,12.1099996567,95.0800018311,-75
06/07/2014 06:51:44.589369000,11.8493156433,,12.1000003815,95.0800018311,-74
06/07/2014 06:51:49.588348000,11.8550033569,,12.1000003815,95.0800018311,-74
06/07/2014 06:51:54.589217000,11.7838964462,,12.1000003815,95.0599975586,-74
06/07/2014 06:51:59.586465000,11.7914476395,,12.1000003815,95.0599975586,-74
06/07/2014 06:52:04.585859000,11.795548439,,12.0799999237,95.0299987793,-74
06/07/2014 06:52:09.585867000,11.7938699722,,12.0900001526,95.0299987793,-74
06/07/2014 06:52:14.585999000,11.8008623123,,12.0799999237,95.0299987793,-74
06/07/2014 06:52:19.588205000,11.7989044189,,12.0799999237,95.0299987793,-74
06/07/2014 06:52:24.586656000,11.7948026657,,12.0799999237,95.0599975586,-74
06/07/2014 06:52:29.587144000,11.8067350388,,12.0799999237,95.0599975586,-74
06/07/2014 06:52:34.585815000,11.7946147919,,12.0699996948,95.0299987793,-75
06/07/2014 06:52:39.586894000,11.797785759,,12.0799999237,95.0599975586,-74
06/07/2014 06:52:44.590629000,11.7918195724,,12.0600004196,95.0599975586,-74
06/07/2014 06:52:49.596373000,11.7983455658,,12.0600004196,95.0599975586,-74
06/07/2014 06:52:54.585597000,11.7922868729,,12.0799999237,95.0599975586,-74
06/07/2014 06:52:59.586386000,11.7930316925,,12.0699996948,95.0599975586,-74
06/07/2014 06:53:04.588943000,11.8022603989,,12.0699996948,95.0599975586,-74
06/07/2014 06:53:09.586565000,11.7945222855,,12.0500001907,95.0599975586,-74
06/07/2014 06:53:14.589143000,11.8045902252,,12.0600004196,95.0599975586,-75
06/07/2014 06:53:19.586241000,11.8053359985,,12.0600004196,95.0599975586,-74
06/07/2014 06:53:24.585866000,11.7890224457,,12.0600004196,95.0599975586,-74
06/07/2014 06:53:29.589369000,11.8132600784,,12.0600004196,95.0599975586,-74
06/07/2014 06:53:34.586847000,11.7952680588,,12.0399999619,95.0599975586,-74
06/07/2014 06:53:39.585807000,11.8059883118,,12.0500001907,95.0599975586,-74
06/07/2014 06:53:49.589375000,11.798997879,,12.0399999619,95.0599975586,-74
06/07/2014 06:53:54.588866000,11.7962942123,,12.0399999619,95.0599975586,-74
06/07/2014 06:53:59.588555000,11.7891159058,,12.029999733,95.1100006104,-76
06/07/2014 06:54:04.589212000,11.8020734787,,12.0399999619,95.0599975586,-74
06/07/2014 06:54:09.588675000,11.791727066,,12.0399999619,95.0899963379,-74
06/07/2014 06:54:19.587624000,11.7967615128,,12.0200004578,95.1100006104,-74
06/07/2014 06:54:24.586532000,11.8127937317,,12.029999733,95.1100006104,-74
06/07/2014 06:54:29.587898000,11.7750406265,,12.029999733,95.1100006104,-74
06/07/2014 06:54:34.588222000,11.7884635925,,12.0200004578,95.1100006104,-74
06/07/2014 06:54:39.587999000,11.799369812,,12.029999733,95.1100006104,-74
06/07/2014 06:54:44.592204000,11.7926597595,,12.0200004578,95.1100006104,-74
06/07/2014 06:54:49.586927000,11.7919139862,,12.0100002289,95.1100006104,-74
06/07/2014 06:54:54.591002000,11.7936840057,,12.0200004578,95.1100006104,-74
06/07/2014 06:54:59.587694000,11.7823123932,,12.0100002289,95.1100006104,-74
06/07/2014 06:55:04.585632000,11.7839889526,,12,95.1100006104,-74
06/07/2014 06:55:09.585497000,11.7796077728,,12,95.1100006104,-74
06/07/2014 06:55:14.587182000,11.7829647064,,12,95.1100006104,-74
06/07/2014 06:55:19.585850000,11.7927522659,,12.0100002289,95.1100006104,-75
06/07/2014 06:55:24.588453000,11.7117624283,,12,95.0899963379,-76
06/07/2014 06:55:29.586865000,11.7106437683,,12,95.0899963379,-74
06/07/2014 06:55:34.585562000,11.7251853943,,12,95.0899963379,-73
06/07/2014 06:55:39.586484000,11.7196855545,,12,95.0899963379,-74
06/07/2014 06:55:44.589155000,11.7054233551,,11.9899997711,95.0899963379,-74
06/07/2014 06:55:49.585908000,11.717634201,,11.9799995422,95.0899963379,-74
06/07/2014 06:55:54.613838000,11.709151268,,11.9799995422,95.0899963379,-74
06/07/2014 06:55:59.587560000,11.714838028,,11.970000267,95.0899963379,-73
06/07/2014 06:56:04.587826000,11.717634201,,11.9799995422,95.0899963379,-74
06/07/2014 06:56:09.588343000,11.7414999008,,11.9799995422,95.0899963379,-74
06/07/2014 06:56:14.586286000,11.7341337204,,11.970000267,95.0899963379,-74
06/07/2014 06:56:19.587018000,11.7370262146,,11.9600000381,95.1200027466,-74
06/07/2014 06:56:24.589290000,11.7432699203,,11.9600000381,95.1500015259,-74
06/07/2014 06:56:29.585951000,11.75548172,,11.9600000381,95.1500015259,-74
06/07/2014 06:56:34.588834000,11.693321228,,11.9799995422,95.1299972534,-74
06/07/2014 06:56:44.586560000,11.7181196213,,11.9600000381,95.1800003052,-74
06/07/2014 06:56:49.589208000,11.721660614,,11.9600000381,95.1800003052,-74
06/07/2014 06:56:54.585843000,11.7313556671,,11.9799995422,95.2300033569,-73
06/07/2014 06:56:59.587234000,11.7475767136,,11.9600000381,95.2600021362,-73
06/07/2014 06:57:04.587841000,11.7514925003,,11.9600000381,95.2799987793,-75
06/07/2014 06:57:09.588574000,11.7725601196,,11.9499998093,95.3300018311,-74
06/07/2014 06:57:14.586145000,11.7845849991,,11.9600000381,95.3600006104,-74
06/07/2014 06:57:19.588268000,11.7892456055,,11.9600000381,95.3799972534,-74
06/07/2014 06:57:24.585685000,11.7863540649,,11.9600000381,95.4300003052,-74
06/07/2014 06:57:29.586819000,11.812456131,,11.9600000381,95.4599990845,-74
06/07/2014 06:57:34.588837000,11.8122701645,,11.9600000381,95.4800033569,-74
06/07/2014 06:57:39.589421000,11.817117691,,11.9600000381,95.5100021362,-74
06/07/2014 06:57:44.586716000,11.8165578842,,11.9600000381,95.5599975586,-74
06/07/2014 06:57:49.587021000,11.8303546906,,11.9600000381,95.5899963379,-74
06/07/2014 06:57:54.588817000,11.8289556503,,11.9499998093,95.6100006104,-73
06/07/2014 06:57:59.586373000,11.8355731964,,11.9399995804,95.6399993896,-74
06/07/2014 06:58:04.586162000,11.8376245499,,11.9600000381,95.6900024414,-74
06/07/2014 06:58:09.587335000,11.8466663361,,11.9399995804,95.6900024414,-74
06/07/2014 06:58:14.587386000,11.8481588364,,11.9399995804,95.7099990845,-76
06/07/2014 06:58:19.588105000,11.853471756,,11.9499998093,95.7399978638,-74
06/07/2014 06:58:21.525809000,11.8504886627,,11.9399995804,95.7600021362,-75
06/07/2014 06:58:29.588207000,11.8516073227,,11.9499998093,95.7900009155,-74
06/07/2014 06:58:34.585366000,11.8476924896,,11.9399995804,95.7900009155,-74
06/07/2014 06:58:39.586307000,11.8420982361,,11.9499998093,95.8099975586,-73
06/07/2014 06:58:44.589940000,11.8432178497,,11.9499998093,95.8399963379,-74
06/07/2014 06:58:49.589600000,11.843870163,,11.9399995804,95.8399963379,-75
06/07/2014 06:58:54.587680000,11.8402357101,,11.9399995804,95.8399963379,-74
06/07/2014 06:58:59.587324000,11.832777977,,11.9300003052,95.8899993896,-74
06/07/2014 06:59:04.587188000,11.8397684097,,11.9300003052,95.8899993896,-74
06/07/2014 06:59:09.587861000,11.8392105103,,11.9399995804,95.8899993896,-74
06/07/2014 06:59:14.585890000,11.8297948837,,11.9300003052,95.8899993896,-73
06/07/2014 06:59:19.586905000,11.83781147,,11.9200000763,95.8899993896,-74
06/07/2014 06:59:24.588848000,11.8268117905,,11.9399995804,95.9199981689,-75
06/07/2014 06:59:29.586928000,11.8396749496,,11.9300003052,95.9400024414,-74
06/07/2014 06:59:34.585886000,11.8225250244,,11.9300003052,95.9400024414,-74
06/07/2014 06:59:39.588698000,11.8097524643,,11.9300003052,95.9400024414,-74
06/07/2014 06:59:44.587268000,11.8239221573,,11.9200000763,95.9400024414,-74
06/07/2014 06:59:49.588657000,11.8200063705,,11.9200000763,95.9400024414,-73
06/07/2014 06:59:54.585511000,11.8255996704,,11.9200000763,95.9400024414,-74
06/07/2014 06:59:59.587338000,11.8227100372,,11.9200000763,95.9400024414,-74
06/07/2014 07:00:04.586761000,11.8300743103,,11.9200000763,95.9400024414,-74
06/07/2014 07:00:09.585546000,11.825879097,,11.9200000763,95.9700012207,-74
06/07/2014 07:00:14.588573000,11.840420723,,11.9099998474,95.9700012207,-75
06/07/2014 07:00:19.587491000,11.847319603,,11.9200000763,95.9899978638,-73
06/07/2014 07:00:24.585905000,11.8479719162,,11.9099998474,95.9700012207,-74
06/07/2014 07:00:29.587221000,11.8449888229,,11.9200000763,95.9899978638,-76
06/07/2014 07:00:34.587721000,11.7751874924,,11.9200000763,95.9800033569,-73
06/07/2014 07:00:39.587857000,11.7852554321,,11.8999996185,95.9800033569,-74
06/07/2014 07:00:44.586352000,11.7830181122,,11.8999996185,95.9800033569,-74
06/07/2014 07:00:49.587094000,11.7824583054,,11.9200000763,96.0299987793,-74
06/07/2014 07:00:54.588321000,11.7862787247,,11.8999996185,96,-74
06/07/2014 07:00:59.588024000,11.7757472992,,11.8999996185,96.0299987793,-73
06/07/2014 07:01:04.588452000,11.7803144455,,11.9099998474,96,-74
06/07/2014 07:01:09.587655000,11.7737884521,,11.8999996185,96.0299987793,-74
06/07/2014 07:01:14.585633000,11.7687559128,,11.8999996185,96.0299987793,-74
06/07/2014 07:01:19.586029000,11.7837638855,,11.8900003433,96.0299987793,-73
06/07/2014 07:01:24.587783000,11.7848825455,,11.8999996185,96.0299987793,-73
06/07/2014 07:01:29.589076000,11.7680101395,,11.8999996185,96.0299987793,-74
06/07/2014 07:01:34.589405000,11.7839508057,,11.8900003433,96.0299987793,-74
06/07/2014 07:01:39.586434000,11.7814321518,,11.8999996185,96.0299987793,-74
06/07/2014 07:01:44.590900000,11.7807798386,,11.8900003433,96.0299987793,-74
06/07/2014 07:01:49.585803000,11.7165699005,,11.8999996185,96.0100021362,-75
06/07/2014 07:01:54.589241000,11.7181558609,,11.8900003433,96.0299987793,-74
06/07/2014 07:02:04.588038000,11.7268247604,,11.8999996185,96.0599975586,-75
06/07/2014 07:02:09.586009000,11.7409934998,,11.8900003433,96.0599975586,-74
06/07/2014 07:02:14.588150000,11.7239351273,,11.8900003433,96.0599975586,-73
06/07/2014 07:02:19.588494000,11.723282814,,11.8900003433,96.0599975586,-74
06/07/2014 07:02:24.586792000,11.7315788269,,11.8800001144,96.0599975586,-73
06/07/2014 07:02:29.586055000,11.7266387939,,11.8800001144,96.0599975586,-74
06/07/2014 07:02:34.585840000,11.7407140732,,11.8900003433,96.0599975586,-76
06/07/2014 07:02:39.586909000,11.7206726074,,11.8800001144,96.0899963379,-73
06/07/2014 07:02:44.589320000,11.7361469269,,11.8800001144,96.0599975586,-74
06/07/2014 07:02:49.589558000,11.723282814,,11.8800001144,96.0599975586,-74
06/07/2014 07:02:54.585512000,11.7312059402,,11.8699998856,96.0599975586,-73
06/07/2014 07:02:59.586691000,11.7275714874,,11.8800001144,96.0599975586,-74
06/07/2014 07:03:04.589606000,11.7246809006,,11.8800001144,96.0899963379,-74
06/07/2014 07:03:09.588644000,11.7112579346,,11.8699998856,96.0899963379,-74
06/07/2014 07:03:14.586358000,11.7158241272,,11.8800001144,96.0899963379,-74
06/07/2014 07:03:19.586893000,11.7075271606,,11.8800001144,96.0599975586,-74
06/07/2014 07:03:24.589409000,11.7159175873,,11.8599996567,96.0599975586,-75
06/07/2014 07:03:29.588565000,11.706035614,,11.8699998856,96.0899963379,-75
06/07/2014 07:03:34.588567000,11.6977386475,,11.8599996567,96.0899963379,-74
06/07/2014 07:03:39.585562000,11.6965284348,,11.8500003815,96.0899963379,-74
06/07/2014 07:03:44.585480000,11.6919584274,,11.8599996567,96.0899963379,-74
06/07/2014 07:03:49.587006000,11.6950368881,,11.8599996567,96.0599975586,-74
06/07/2014 07:03:54.585963000,11.6870183945,,11.8599996567,96.0899963379,-74
06/07/2014 07:03:59.586135000,11.6934518814,,11.8599996567,96.0599975586,-74
06/07/2014 07:04:04.589005000,11.6816110611,,11.8599996567,96.0599975586,-74
06/07/2014 07:04:09.585608000,11.6823577881,,11.8599996567,96.0899963379,-74
06/07/2014 07:04:14.587787000,11.6708908081,,11.8400001526,96.0899963379,-74
06/07/2014 07:04:19.586806000,11.6596097946,,11.8500003815,96.0599975586,-74
06/07/2014 07:04:24.585888000,11.6612873077,,11.8500003815,96.0599975586,-75
06/07/2014 07:04:29.586853000,11.6598892212,,11.8400001526,96.0599975586,-74
06/07/2014 07:04:34.586205000,11.6478633881,,11.8400001526,96.0599975586,-74
06/07/2014 07:04:39.588725000,11.6485157013,,11.8299999237,96.0599975586,-75
06/07/2014 07:04:44.589073000,11.6469316483,,11.8299999237,96.0599975586,-74
06/07/2014 07:04:49.586968000,11.6355571747,,11.8400001526,96.0599975586,-74
06/07/2014 07:04:54.586055000,11.6453466415,,11.8299999237,96.0299987793,-76
06/07/2014 07:04:59.586991000,11.6238117218,,11.8400001526,96.0100021362,-74
06/07/2014 07:05:04.585798000,11.6197090149,,11.8400001526,96.0299987793,-74
06/07/2014 07:05:09.585860000,11.6157941818,,11.8199996948,96.0100021362,-75
06/07/2014 07:05:14.595583000,11.6071233749,,11.8199996948,96.0100021362,-74
06/07/2014 07:05:19.586356000,11.5468215942,,11.8100004196,95.9899978638,-74
06/07/2014 07:05:24.587926000,11.5447711945,,11.8199996948,95.9700012207,-76
06/07/2014 07:05:29.586765000,11.5401096344,,11.8199996948,95.9700012207,-75
06/07/2014 07:05:34.585513000,11.5119543076,,11.8000001907,95.9400024414,-74
06/07/2014 07:05:39.586686000,11.5372190475,,11.8199996948,95.9400024414,-74
06/07/2014 07:05:44.586117000,11.5164289474,,11.8100004196,95.9400024414,-74
06/07/2014 07:05:49.588438000,11.5131664276,,11.8000001907,95.9400024414,-74
06/07/2014 07:05:54.585664000,11.5090637207,,11.8000001907,95.8899993896,-74
06/07/2014 07:05:59.588510000,11.4947061539,,11.779999733,95.8899993896,-74
06/07/2014 07:06:04.586607000,11.5047740936,,11.8000001907,95.8899993896,-74
06/07/2014 07:06:06.527493000,11.4992742538,,11.8000001907,95.8899993896,-74
06/07/2014 07:06:14.588951000,11.4235830307,,11.779999733,95.8199996948,-76
06/07/2014 07:06:19.586406000,11.4279670715,,11.779999733,95.8199996948,-74
06/07/2014 07:06:29.585855000,11.424703598,,11.779999733,95.7699966431,-76
06/07/2014 07:06:34.587235000,11.4151926041,,11.7600002289,95.7699966431,-74
06/07/2014 07:06:39.586158000,11.4107179642,,11.7600002289,95.7699966431,-74
06/07/2014 07:06:44.587935000,11.4026994705,,11.7600002289,95.75,-74
06/07/2014 07:06:49.586730000,11.4001808167,,11.75,95.7200012207,-74
06/07/2014 07:06:54.588831000,11.3991556168,,11.7399997711,95.7200012207,-74
06/07/2014 07:06:59.587204000,11.3960781097,,11.7399997711,95.7200012207,-74
06/07/2014 07:07:04.589451000,11.3943090439,,11.75,95.6999969482,-74
06/07/2014 07:07:09.586028000,11.3820009232,,11.7399997711,95.6999969482,-74
06/07/2014 07:07:14.588264000,11.3899250031,,11.7399997711,95.6699981689,-75
06/07/2014 07:07:19.585457000,11.3933753967,,11.7399997711,95.6699981689,-76
06/07/2014 07:07:24.585907000,11.3977565765,,11.720000267,95.6500015259,-74
06/07/2014 07:07:29.586965000,11.3916034698,,11.7299995422,95.6699981689,-74
06/07/2014 07:07:34.588909000,11.3857288361,,11.7299995422,95.6200027466,-74
06/07/2014 07:07:39.589485000,11.3909511566,,11.720000267,95.6200027466,-74
06/07/2014 07:07:44.590097000,11.3843317032,,11.720000267,95.6200027466,-74
06/07/2014 07:07:46.525729000,11.3872213364,,11.6999998093,95.5999984741,-75
06/07/2014 07:07:54.586215000,11.3866624832,,11.6999998093,95.5699996948,-74
06/07/2014 07:07:59.589098000,11.3943090439,,11.6899995804,95.5699996948,-74
06/07/2014 07:08:04.589414000,11.3937492371,,11.6999998093,95.5699996948,-74
06/07/2014 07:08:09.591009000,11.3891792297,,11.6999998093,95.5699996948,-74
06/07/2014 07:08:19.585870000,11.4090394974,,11.6899995804,95.5699996948,-74
06/07/2014 07:08:24.587731000,11.3995294571,,11.6999998093,95.5699996948,-75
06/07/2014 07:08:29.590102000,11.4177103043,,11.6800003052,95.5699996948,-74
06/07/2014 07:08:34.586283000,11.4288988113,,11.6800003052,95.5500030518,-75
06/07/2014 07:08:39.589167000,11.4243297577,,11.6800003052,95.5500030518,-75
06/07/2014 07:08:44.591092000,11.3623437881,,11.6800003052,95.5,-77
06/07/2014 07:08:49.589509000,11.3621578217,,11.6700000763,95.5,-74
06/07/2014 07:08:54.589339000,11.3683109283,,11.6599998474,95.5,-75
06/07/2014 07:09:04.588486000,11.3683109283,,11.6700000763,95.5,-77
06/07/2014 07:09:09.589368000,11.3509674072,,11.6599998474,95.5,-74
06/07/2014 07:09:14.588205000,11.3685913086,,11.6499996185,95.5,-74
06/07/2014 07:09:19.585845000,11.3693370819,,11.6400003433,95.5,-74
06/07/2014 07:09:24.585998000,11.3779144287,,11.6499996185,95.5,-74
06/07/2014 07:09:29.589754000,11.3798742294,,11.6499996185,95.4800033569,-76
06/07/2014 07:09:34.589592000,11.3287038803,,11.6400003433,95.4899978638,-74
06/07/2014 07:09:39.588530000,11.3171415329,,11.6400003433,95.4599990845,-74
06/07/2014 07:09:49.586330000,11.3209638596,,11.6300001144,95.4400024414,-74
06/07/2014 07:09:54.588363000,11.3260917664,,11.6199998856,95.4400024414,-74
06/07/2014 07:09:59.587146000,11.3206834793,,11.6300001144,95.4400024414,-74
06/07/2014 07:10:04.586086000,11.3312196732,,11.6199998856,95.4599990845,-74
06/07/2014 07:10:09.585866000,11.3181667328,,11.6199998856,95.4400024414,-75
06/07/2014 07:10:14.587534000,11.3246927261,,11.6099996567,95.4400024414,-75
06/07/2014 07:10:19.585728000,11.3196592331,,11.6000003815,95.4599990845,-75
06/07/2014 07:10:24.585543000,11.3291692734,,11.6000003815,95.4400024414,-75
06/07/2014 07:10:29.585894000,11.33289814,,11.6000003815,95.4599990845,-74
06/07/2014 07:10:34.588957000,11.3465127945,,11.6000003815,95.4400024414,-74
06/07/2014 07:10:39.589044000,11.3251590729,,11.6000003815,95.4899978638,-75
06/07/2014 07:10:44.585723000,11.3336448669,,11.6000003815,95.4599990845,-75
06/07/2014 07:10:49.588437000,11.3410110474,,11.6099996567,95.4899978638,-74
06/07/2014 07:10:54.586923000,11.3464193344,,11.6000003815,95.4899978638,-75
06/07/2014 07:10:59.585992000,11.3506145477,,11.5900001526,95.4899978638,-74
06/07/2014 07:11:04.588543000,11.3602180481,,11.5900001526,95.4899978638,-76
06/07/2014 07:11:09.586521000,11.3684234619,,11.5799999237,95.5400009155,-74
06/07/2014 07:11:14.586438000,11.3740177155,,11.6000003815,95.5400009155,-74
06/07/2014 07:11:19.586087000,11.3926668167,,11.5900001526,95.5400009155,-74
06/07/2014 07:11:24.587161000,11.3978862762,,11.5799999237,95.5400009155,-74
06/07/2014 07:11:29.588102000,11.3967685699,,11.5799999237,95.5899963379,-74
06/07/2014 07:11:34.591331000,11.3995656967,,11.5600004196,95.5899963379,-74
06/07/2014 07:11:39.588389000,11.4180269241,,11.5699996948,95.5899963379,-74
06/07/2014 07:11:44.585951000,11.4101009369,,11.5699996948,95.5899963379,-75
06/07/2014 07:11:49.585884000,11.4086093903,,11.5600004196,95.6399993896,-75
06/07/2014 07:11:54.588023000,11.4239940643,,11.5600004196,95.6399993896,-74
06/07/2014 07:11:59.587937000,11.4238996506,,11.5600004196,95.6399993896,-74
06/07/2014 07:12:04.585711000,11.4383535385,,11.5799999237,95.6600036621,-74
06/07/2014 07:12:14.589344000,11.4486074448,,11.5399999619,95.6900024414,-75
06/07/2014 07:12:19.589233000,11.4515914917,,11.5399999619,95.6900024414,-75
06/07/2014 07:12:24.585601000,11.4432001114,,11.5399999619,95.7399978638,-75
06/07/2014 07:12:29.585876000,11.4507513046,,11.5500001907,95.7399978638,-75
06/07/2014 07:12:34.590026000,11.3957605362,,11.5399999619,95.7200012207,-74
06/07/2014 07:12:39.585236000,11.4665088654,,11.5399999619,95.7699966431,-74
06/07/2014 07:12:44.585618000,11.4321222305,,11.5600004196,95.7699966431,-74
06/07/2014 07:12:49.587697000,11.4630765915,,11.5399999619,95.8000030518,-73
06/07/2014 07:12:54.588925000,11.4872264862,,11.5399999619,95.8199996948,-74
06/07/2014 07:12:59.589228000,11.5059661865,,11.5399999619,95.8499984741,-74
06/07/2014 07:13:04.588466000,11.5263834,,11.529999733,95.9000015259,-75
06/07/2014 07:13:09.587717000,11.5545396805,,11.5399999619,95.9300003052,-74
06/07/2014 07:13:14.588446000,11.5596675873,,11.5500001907,95.9800033569,-75
06/07/2014 07:13:19.588967000,11.6157913208,,11.5399999619,96.0299987793,-73
06/07/2014 07:13:24.589036000,11.6354618073,,11.5500001907,96.0800018311,-73
06/07/2014 07:13:29.586373000,11.6701412201,,11.5399999619,96.1299972534,-74
06/07/2014 07:13:34.588831000,11.7046346664,,11.5399999619,96.1800003052,-74
06/07/2014 07:13:39.589239000,11.7342786789,,11.5600004196,96.2300033569,-73
06/07/2014 07:13:44.586902000,11.7618722916,,11.5399999619,96.2799987793,-73
06/07/2014 07:13:49.585986000,11.7910499573,,11.5500001907,96.3300018311,-74
06/07/2014 07:13:51.526462000,11.8123960495,,11.5600004196,96.3799972534,-74
